"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2022-10-02","94","-1.3","5.76","Harris II, Michael",671739,605135,"field_out","hit_into_play",,,,,6,"Michael Harris II lines out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","X",8,"line_drive",2,2,2022,"-0.56","1","0.66","2.62",,,,1,1,"Bot",131.34,52.03,,,543510,,,6.3166563108874385,-136.8147753727959,-4.65468394011137,-8.387293087607123,28.654571041970804,-18.727720649575552,"3.54","1.6",364,"104",18,"94.1",2069,"6.2",661465,605135,543510,624413,641645,500871,596019,592192,607043,643446,"54.25",0.494,0.609,"0",1,0,0,5,8,6,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",227,"-0.013","-0.134"
"FC","2022-10-02","90.5","-1.21","5.85","Harris II, Michael",671739,605135,,"foul",,,,,5,"Michael Harris II lines out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","S",,,2,2,2022,"0.23","0.58","0.15","2.92",,,,1,1,"Bot",,,,,543510,,,2.906759709836451,-131.9383414200203,-2.760308022019567,2.2402735795987976,22.979463971642755,-24.950784257883242,"3.54","1.6",272,"94.5",22,"91.3",2263,"6.3",661465,605135,543510,624413,641645,500871,596019,592192,607043,643446,"54.25",,,,,,,,8,5,"Cutter",1,0,1,0,0,1,1,0,"Standard","Standard",203,"0","0"
"FC","2022-10-02","89.6","-1.11","5.81","Harris II, Michael",671739,605135,,"foul",,,,,12,"Michael Harris II lines out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","S",,,2,1,2022,"0.01","0.83","0.86","2.8",,,,1,1,"Bot",,,,,543510,,,4.828062300452266,-130.45613156638453,-3.263023565810643,-0.7763347887780244,24.75986979884857,-22.162897254839496,"3.54","1.6",142,"58.7",28,"89.9",2223,"6.2",661465,605135,543510,624413,641645,500871,596019,592192,607043,643446,"54.3",,,,,,,,8,4,"Cutter",1,0,1,0,0,1,1,0,"Standard","Standard",212,"0","-0.046"
"SI","2022-10-02","92.1","-1.2","5.83","Harris II, Michael",671739,605135,,"called_strike",,,,,6,"Michael Harris II lines out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","S",,,2,0,2022,"-0.99","0.88","0.5","2.2",,,,1,1,"Bot",,,,,543510,,,6.4768510198483025,-133.97063693195093,-5.347151116854147,-13.313437835191431,27.156779167056136,-20.577896905789043,"3.53","1.53",,,,"92.4",2088,"6.3",661465,605135,543510,624413,641645,500871,596019,592192,607043,643446,"54.16",,,,,,,,8,3,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",215,"0","-0.042"
"FF","2022-10-02","96.2","-0.87","5.84","Harris II, Michael",671739,607625,"field_out","hit_into_play",,,,,6,"Michael Harris II grounds out, pitcher Seth Lugo to second baseman Luis Guillorme to first baseman Pete Alonso.","R","L","R","ATL","NYM","X",1,"ground_ball",2,2,2022,"-0.66","1.38","0.35","2.61",,,,1,5,"Bot",127.1,173.17,,,543510,,,4.713147587316846,-140.01459625261074,-6.0957160001247335,-9.792740376965364,31.91077228765108,-12.892889495823935,"3.54","1.6",11,"108",-13,"96",2243,"6.2",661465,607625,543510,624413,641645,500871,596019,592192,607043,643446,"54.34",0.24,0.216,"0",1,0,0,2,46,5,"4-Seam Fastball",4,3,4,3,3,4,4,3,"Standard","Standard",217,"-0.015","-0.134"
"SI","2022-10-02","92","-1.31","5.86","Harris II, Michael",671739,605135,,"ball",,,,,2,"Michael Harris II lines out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","B",,,1,0,2022,"-1.18","0.9","-0.11","3.4",,,,1,1,"Bot",,,,,543510,,,5.576991745981405,-133.90649595777842,-2.391698353675834,-15.34560740707594,27.055743483736364,-20.997278339559223,"3.51","1.56",,,,"92.1",2043,"6.2",661465,605135,543510,624413,641645,500871,596019,592192,607043,643446,"54.29",,,,,,,,8,2,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",216,"0","0.044"
"CU","2022-10-02","79.9","-0.84","6.04","Harris II, Michael",671739,607625,,"called_strike",,,,,4,"Michael Harris II grounds out, pitcher Seth Lugo to second baseman Luis Guillorme to first baseman Pete Alonso.","R","L","R","ATL","NYM","S",,,2,1,2022,"0.63","-1.42","-0.41","2.75",,,,1,5,"Bot",,,,,543510,,,-0.22451059814708477,-116.30036653856789,2.1851328286492637,5.741606689347396,24.32120178127142,-45.68591612197616,"3.58","1.53",,,,"78.5",3209,"5.6",661465,607625,543510,624413,641645,500871,596019,592192,607043,643446,"54.94",,,,,,,,46,4,"Curveball",4,3,4,3,3,4,4,3,"Standard","Standard",31,"0","-0.046"
"SI","2022-10-02","93","-0.95","5.86","Harris II, Michael",671739,605135,,"ball",,,,,12,"Michael Harris II lines out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","B",,,0,0,2022,"-1.26","0.8","0.97","3.12",,,,1,1,"Bot",,,,,543510,,,7.701995848922669,-135.24833463032985,-3.028671754060949,-17.149176196942854,28.214571553090742,-21.894347501514936,"3.33","1.67",,,,"93.3",2093,"6.4",661465,605135,543510,624413,641645,500871,596019,592192,607043,643446,"54.12",,,,,,,,8,1,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",213,"0","0.023"
"CU","2022-10-02","79.3","-0.91","6.06","Harris II, Michael",671739,607625,,"ball",,,,,14,"Michael Harris II grounds out, pitcher Seth Lugo to second baseman Luis Guillorme to first baseman Pete Alonso.","R","L","R","ATL","NYM","B",,,1,1,2022,"0.51","-1.47","0.56","0.68",,,,1,5,"Bot",,,,,543510,,,2.2444875778651032,-115.47802366124563,-2.182571407015132,4.078676539712681,23.453538465067886,-44.98793539779417,"3.54","1.58",,,,"78.1",3277,"5.6",661465,607625,543510,624413,641645,500871,596019,592192,607043,643446,"54.92",,,,,,,,46,3,"Curveball",4,3,4,3,3,4,4,3,"Standard","Standard",26,"0","0.033"
"CU","2022-10-02","78.6","-0.92","6.05","Harris II, Michael",671739,607625,,"ball",,,,,13,"Michael Harris II grounds out, pitcher Seth Lugo to second baseman Luis Guillorme to first baseman Pete Alonso.","R","L","R","ATL","NYM","B",,,0,1,2022,"0.7","-1.57","-1.73","2.53",,,,1,5,"Bot",,,,,543510,,,-2.996347906387696,-114.33397922427164,2.0907911069415235,6.723716466116301,22.79107072017299,-46.47493714440822,"3.53","1.53",,,,"77.1",3221,"5.4",661465,607625,543510,624413,641645,500871,596019,592192,607043,643446,"55.08",,,,,,,,46,2,"Curveball",4,3,4,3,3,4,4,3,"Standard","Standard",25,"0","0.016"
"CU","2022-10-02","78","-0.96","6.03","Harris II, Michael",671739,607625,,"called_strike",,,,,13,"Michael Harris II grounds out, pitcher Seth Lugo to second baseman Luis Guillorme to first baseman Pete Alonso.","R","L","R","ATL","NYM","S",,,0,0,2022,"0.95","-1.53","-0.92","2.36",,,,1,5,"Bot",,,,,543510,,,-1.6313705530623226,-113.50085726702098,1.8595497307607816,8.468940227828941,23.84971041465034,-45.88428281388787,"3.56","1.58",,,,"76.4",3211,"5.5",661465,607625,543510,624413,641645,500871,596019,592192,607043,643446,"55.03",,,,,,,,46,1,"Curveball",4,3,4,3,3,4,4,3,"Standard","Standard",27,"0","-0.024"
"SI","2022-10-02","91.8","4.18","5.47","Harris II, Michael",671739,570257,"strikeout","swinging_strike",,,,,6,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",2,,1,2,2022,"1.31","0.33","0.63","2.42",,606115,621020,1,7,"Bot",,,,,543510,,,-11.776869714642519,-133.27251425584558,-2.576330976090117,18.101004493176532,26.981751554334636,-27.85885204010263,"3.54","1.6",,,,"91.8",1922,"6.3",661465,570257,543510,624413,641645,500871,596019,592192,607043,643446,"54.21",,,"0",1,0,0,,63,4,"Sinker",5,3,5,3,3,5,5,3,"Standard","Standard",125,"-0.018","-0.326"
"CH","2022-10-02","87.9","4.22","5.4","Harris II, Michael",671739,570257,,"swinging_strike",,,,,14,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",,,1,1,2022,"0.69","0.01","0.52","0.97",,606115,621020,1,7,"Bot",,,,,543510,,,-10.371652251253003,-127.58402778335996,-4.6065637093476735,9.635033748668365,26.44051536615955,-31.266860999876666,"3.54","1.6",,,,"87.9",1042,"6.4",661465,570257,543510,624413,641645,500871,596019,592192,607043,643446,"54.08",,,,,,,,63,3,"Changeup",5,3,5,3,3,5,5,3,"Standard","Standard",96,"0","-0.118"
"CH","2022-10-02","87.8","4.08","5.63","Harris II, Michael",671739,570257,,"ball",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","B",,,0,1,2022,"0.83","0.12","-1.26","1.91",,606115,621020,1,7,"Bot",,,,,543510,,,-14.569925090666437,-127.01975503207939,-3.0702930774996564,11.922797544967308,25.454799897317024,-30.370112136342552,"3.54","1.62",,,,"87.4",1136,"6.3",661465,570257,543510,624413,641645,500871,596019,592192,607043,643446,"54.2",,,,,,,,63,2,"Changeup",5,3,5,3,3,5,5,3,"Standard","Standard",103,"0","0.055"
"SI","2022-10-02","92.1","3.94","5.61","Harris II, Michael",671739,570257,,"called_strike",,,,,6,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",,,0,0,2022,"1.43","0.38","0.6","2.38",,606115,621020,1,7,"Bot",,,,,543510,,,-11.578205562780758,-133.6761179735221,-3.1796267864471304,19.58214385110656,28.129539702586,-27.072560021566478,"3.55","1.6",,,,"92.2",1888,"6.4",661465,570257,543510,624413,641645,500871,596019,592192,607043,643446,"54.08",,,,,,,,63,1,"Sinker",5,3,5,3,3,5,5,3,"Standard","Standard",123,"0","-0.081"
"FF","2022-10-01","93.9","-3.32","5.63","Harris II, Michael",671739,453286,"field_out","hit_into_play",,,,,6,"Michael Harris II flies out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","X",8,"fly_ball",2,1,2022,"-0.8","1.21","0.36","2.31",,,,1,5,"Bot",122.15,77.28,,,621512,,,11.250674208246,-136.1869918587706,-5.487391830731749,-12.486756309600086,30.589627052387236,-16.04871058119056,"3.54","1.6",303,"101.1",49,"93.5",2383,"6.3",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.23",0.014,0.018,"0",1,0,0,3,44,4,"4-Seam Fastball",3,2,3,2,2,3,3,2,"Standard","Standard",223,"-0.015","-0.181"
"CH","2022-10-01","82.2","-3.16","5.65","Harris II, Michael",671739,453286,,"ball",,,,,14,"Michael Harris II flies out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","B",,,1,1,2022,"-1","0.37","0.97","0.23",,,,1,5,"Bot",,,,,621512,,,11.256937363463091,-119.03277630552194,-6.415852623202591,-11.651163806167713,22.372793708285812,-27.581247551392877,"3.47","1.53",,,,"82",1355,"6.4",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.11",,,,,,,,44,3,"Changeup",3,2,3,2,2,3,3,2,"Standard","Standard",248,"0","0.033"
"FC","2022-10-01","88.8","-3.38","5.54","Harris II, Michael",671739,453286,,"called_strike",,,,,1,"Michael Harris II flies out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","S",,,1,0,2022,"0.25","0.73","-0.34","3.45",,,,1,5,"Bot",,,,,621512,,,6.916383017383157,-129.12319472383322,-0.583532519923268,1.3808238565872968,27.006731656465337,-24.107613470393893,"3.54","1.55",,,,"88.6",2418,"6.2",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.29",,,,,,,,44,2,"Cutter",3,2,3,2,2,3,3,2,"Standard","Standard",212,"0","-0.031"
"CU","2022-10-01","75.2","-3.25","5.92","Harris II, Michael",671739,453286,,"ball",,,,,2,"Michael Harris II flies out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","B",,,0,0,2022,"1.36","-0.58","-0.18","3.44",,,,1,5,"Bot",,,,,621512,,,3.9312140690746284,-109.37645521653563,3.1052454968018965,10.076132780785823,21.479559631774485,-37.63921976797456,"3.58","1.66",,,,"74.7",2808,"6.2",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.33",,,,,,,,44,1,"Curveball",3,2,3,2,2,3,3,2,"Standard","Standard",59,"0","0.023"
"FF","2022-10-01","94.1","-3.1","5.79","Harris II, Michael",671739,453286,"field_out","hit_into_play",,,,,5,"Michael Harris II lines out sharply to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","X",8,"line_drive",0,0,2022,"-0.75","1.12","0.22","2.67",660670,,621020,2,3,"Bot",89.18,55.58,,,621512,,,10.23658438671227,-136.71327443094015,-4.831680067578879,-11.580023465752562,29.643016874491174,-17.23856601382377,"3.53","1.59",366,"106.2",17,"93.9",2294,"6.2",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.27",0.551,0.639,"0",1,0,0,5,25,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",227,"-0.059","-0.48"
"FF","2022-10-01","95.9","-3.26","5.67","Harris II, Michael",671739,453286,"field_out","hit_into_play",,,,,6,"Michael Harris II lines out to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","X",8,"line_drive",3,2,2022,"-0.76","1.14","0.52","2.23",,,,2,1,"Bot",139.93,50.61,,,621512,,,11.701131100075244,-139.21415231441475,-6.079783962584832,-12.408536187529688,29.45241365260677,-16.067072124886042,"3.53","1.59",369,"96.4",22,"95.9",2299,"6.3",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.22",0.209,0.252,"0",1,0,0,3,9,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",225,"-0.01","-0.116"
"FC","2022-10-01","88.4","-3.49","5.4","Harris II, Michael",671739,453286,,"ball",,,,,14,"Michael Harris II lines out to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","B",,,2,2,2022,"0.08","0.37","1.26","0.33",,,,2,1,"Bot",,,,,621512,,,11.381847186136232,-128.2667021699626,-7.077183664779477,-1.220919570133102,23.441713250667433,-26.81803700213494,"3.48","1.48",,,,"88.5",2237,"6.3",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.25",,,,,,,,9,5,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",235,"0","0.033"
"FF","2022-10-01","95.3","-3.25","5.8","Harris II, Michael",671739,453286,,"swinging_strike",,,,,12,"Michael Harris II lines out to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","S",,,2,1,2022,"-0.81","1.28","0.29","3.91",,,,2,1,"Bot",,,,,621512,,,11.073644661824684,-138.45673205154017,-2.196081163755839,-12.852497640263088,30.546716567464287,-15.436416862344682,"3.53","1.59",,,,"95",2301,"6.2",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.34",,,,,,,,9,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",222,"0","-0.031"
"FF","2022-10-01","94.9","-3.13","5.84","Harris II, Michael",671739,453286,,"called_strike",,,,,5,"Michael Harris II lines out to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","S",,,2,0,2022,"-0.84","1.18","-0.23","2.37",,,,2,1,"Bot",,,,,621512,,,9.424600826743177,-137.8238565000874,-6.022433585248099,-12.78533507412841,30.29880618578208,-15.956056572466412,"3.44","1.45",,,,"94.6",2285,"6.2",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.33",,,,,,,,9,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",224,"0","-0.023"
"CU","2022-10-01","76","-3.25","5.94","Harris II, Michael",671739,453286,,"ball",,,,,11,"Michael Harris II lines out to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","B",,,1,0,2022,"1.2","-0.8","-1.53","3.86",,,,2,1,"Bot",,,,,621512,,,1.4379933443934751,-110.47605526522301,4.213131921840564,9.494717928922837,21.285985377172484,-39.717471939068105,"3.48","1.48",,,,"75.6",2814,"6.3",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.24",,,,,,,,9,2,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",58,"0","0.023"
"FF","2022-10-01","94.7","-3.07","5.92","Harris II, Michael",671739,453286,,"ball",,,,,14,"Michael Harris II lines out to center fielder Brandon Nimmo.","R","L","R","ATL","NYM","B",,,0,0,2022,"-0.84","1.37","1.21","2",,,,2,1,"Bot",,,,,621512,,,12.932817764740927,-137.10346977616797,-7.510671992097349,-13.555992123252366,31.701929809898733,-13.228080612291826,"3.53","1.54",,,,"93.8",2387,"6.2",661466,453286,621512,624413,643446,500871,596019,592192,607043,571980,"54.33",,,,,,,,9,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",217,"0","0.015"
"CU","2022-10-01","82.3","2","6.06","Harris II, Michael",671739,656849,"strikeout","swinging_strike",,,,,14,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",2,,3,2,2022,"-0.55","-0.67","0.38","1.37",,,,0,8,"Bot",,,,,621512,,,-2.6303575608479046,-119.82456994361357,-2.8534395046343146,-4.811422424613215,23.65166491655194,-38.243741203744506,"3.54","1.6",,,,"83.3",2504,"7",661466,656849,621512,624413,643446,500871,596019,592192,607043,571980,"53.5",,,"0",1,0,0,,63,6,"Curveball",4,2,4,2,2,4,4,2,"Standard","Standard",324,"-0.005","-0.299"
"FF","2022-10-01","94.5","2.51","6.06","Harris II, Michael",671739,656849,,"foul",,,,,14,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",,,3,1,2022,"0.61","1.15","0.94","1.9",,,,0,8,"Bot",,,,,621512,,,-5.545208375709613,-137.5076303897791,-7.89898351306195,8.947142023774232,28.009959059035737,-15.990814916641774,"3.54","1.6",3,"86",-34,"96.4",2115,"7.2",661466,656849,621512,624413,643446,500871,596019,592192,607043,571980,"53.3",,,,,,,,63,5,"4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard",136,"0","-0.076"
"FF","2022-10-01","94.8","2.2","6.05","Harris II, Michael",671739,656849,,"called_strike",,,,,6,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","S",,,3,0,2022,"0.53","1.07","0.32","2.15",,,,0,8,"Bot",,,,,621512,,,-6.186091110350142,-137.9394676914048,-7.062363580023536,8.12268864780693,27.893456553343334,-17.11897667345936,"3.34","1.42",,,,"96.6",2045,"7.1",661466,656849,621512,624413,643446,500871,596019,592192,607043,571980,"53.38",,,,,,,,63,4,"4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard",135,"0","-0.076"
"SL","2022-10-01","85.4","2.12","5.88","Harris II, Michael",671739,656849,,"ball",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","B",,,2,0,2022,"-0.21","0.13","-1.77","0.22",,,,0,8,"Bot",,,,,621512,,,-8.824245605506702,-124.0847497756848,-7.416399021358832,-0.590744797014698,22.630580097058093,-29.61900446142401,"3.4","1.49",,,,"86.6",2484,"6.9",661466,656849,621512,624413,643446,500871,596019,592192,607043,571980,"53.55",,,,,,,,63,3,"Slider",4,2,4,2,2,4,4,2,"Standard","Standard",304,"0","0.134"
"SI","2022-10-01","94.8","2.12","6.14","Harris II, Michael",671739,656849,,"ball",,,,,11,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","B",,,1,0,2022,"1.2","0.66","-1.21","2.58",,,,0,8,"Bot",,,,,621512,,,-11.565159719766086,-137.60270721372206,-5.155637914453381,17.75114362200986,30.160517653148755,-22.836535407677296,"3.45","1.51",,,,"96.1",2211,"7.2",661466,656849,621512,624413,643446,500871,596019,592192,607043,571980,"53.34",,,,,,,,63,2,"Sinker",4,2,4,2,2,4,4,2,"Standard","Standard",148,"0","0.063"
"SL","2022-10-01","85.4","2.27","5.92","Harris II, Michael",671739,656849,,"ball",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","NYM","B",,,0,0,2022,"-0.27","-0.1","-1.56","0.61",,,,0,8,"Bot",,,,,621512,,,-8.550806871810535,-124.13811989877938,-6.0881828890205,-1.1907391350180303,23.344409769368234,-32.21417316711872,"3.45","1.51",,,,"86.5",2502,"6.9",661466,656849,621512,624413,643446,500871,596019,592192,607043,571980,"53.6",,,,,,,,63,1,"Slider",4,2,4,2,2,4,4,2,"Standard","Standard",317,"0","0.033"
"FF","2022-09-30","97.6","-1.32","5.65","Harris II, Michael",671739,594798,"field_out","hit_into_play",,,,,5,"Michael Harris II flies out to left fielder Mark Canha.","R","L","R","ATL","NYM","X",7,"fly_ball",1,1,2022,"-0.66","1.37","0.22","2.53",,,,1,6,"Bot",46.49,82.37,,,621512,,,5.7190069474147425,-141.97531012730568,-6.119747816724979,-10.240179047202632,30.927886716228,-12.392935684397996,"3.53","1.59",348,"99.8",37,"98.5",2552,"6.7",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.79",0.269,0.548,"0",1,0,0,5,42,3,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",220,"-0.009","-0.148"
"FF","2022-09-30","97.2","-1.43","5.7","Harris II, Michael",671739,594798,,"foul",,,,,5,"Michael Harris II flies out to left fielder Mark Canha.","R","L","R","ATL","NYM","S",,,1,0,2022,"-0.62","1.43","-0.2","2.66",,,,1,6,"Bot",,,,,621512,,,4.7363714946312845,-141.4595670644358,-5.955040411391472,-9.369614212823114,31.02971339081715,-11.826698657056573,"3.53","1.59",200,"81.5",64,"98.1",2516,"6.7",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.81",,,,,,,,42,2,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",220,"0","-0.031"
"FF","2022-09-30","96.1","-1.5","5.63","Harris II, Michael",671739,594798,,"ball",,,,,13,"Michael Harris II flies out to left fielder Mark Canha.","R","L","R","ATL","NYM","B",,,0,0,2022,"-0.8","1.32","-1.02","2.11",,,,1,6,"Bot",,,,,621512,,,3.0914997314286934,-139.9391926998719,-6.820807592044827,-11.155339671117948,29.84916177694943,-13.469120763717669,"3.51","1.65",,,,"97",2476,"6.6",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.86",,,,,,,,42,1,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",221,"0","0.023"
"FF","2022-09-30","98.6","-1.37","5.75","Harris II, Michael",671739,594798,"single","hit_into_play",,,,,6,"Michael Harris II singles on a ground ball to shortstop Francisco Lindor.  Orlando Arcia out at home, shortstop Francisco Lindor to third baseman Eduardo Escobar to catcher Tomas Nido to third baseman Eduardo Escobar to first baseman Pete Alonso.","R","L","R","ATL","NYM","X",6,"ground_ball",0,0,2022,"-0.83","1.37","0.73","2.9",,606115,,2,3,"Bot",127.03,138.95,,,621512,,,7.700158436236131,-143.35813899230072,-5.487965205298864,-13.318712451270743,34.51643796636691,-12.210936008168765,"3.53","1.59",53,"90.8",0,"99.1",2619,"6.7",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.79",0.289,0.26,"0.9",1,1,0,2,24,1,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard",215,"-0.031","0.741"
"SL","2022-09-30","92.9","-1.38","5.87","Harris II, Michael",671739,594798,"strikeout","swinging_strike_blocked",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",2,,2,2,2022,"0.33","0.36","0.58","0.31",,,,2,1,"Bot",,,,,621512,,,4.304428547755691,-135.0278893339654,-9.287252261534725,3.2578151224625067,26.961307794830322,-26.102780357304017,"3.53","1.59",,,,"93.5",2675,"6.5",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.97",,,"0",1,0,0,,7,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",176,"-0.01","-0.083"
"SL","2022-09-30","93.5","-1.43","5.91","Harris II, Michael",671739,594798,,"foul",,,,,3,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",,,2,1,2022,"0.43","0.67","0.34","3.1",,,,2,1,"Bot",,,,,621512,,,3.651635742416603,-136.25780275840125,-3.0372498941582817,4.64488022703816,28.13072490881117,-23.35299414585704,"3.53","1.59",,,,"94.3",2698,"6.5",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.95",,,,,,,,7,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",178,"0","-0.031"
"FF","2022-09-30","98.3","-1.51","5.77","Harris II, Michael",671739,594798,,"ball",,,,,13,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","B",,,1,1,2022,"-0.79","1.39","-1.15","1.92",,,,2,1,"Bot",,,,,621512,,,2.7866802812588327,-142.99982355150544,-8.228773135739981,-11.414674925649559,32.99670846777686,-11.36916064061276,"3.53","1.53",,,,"98.7",2427,"6.6",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.95",,,,,,,,7,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0","0.021"
"SL","2022-09-30","84.1","4.15","5.58","Harris II, Michael",671739,570257,"field_out","hit_into_play",,,,,4,"Michael Harris II grounds out sharply, shortstop Francisco Lindor to first baseman Pete Alonso.","R","L","L","ATL","NYM","X",6,"ground_ball",2,2,2022,"-0.23","-0.09","-0.6","2.32",,,,1,8,"Bot",123.42,142.8,,,621512,,,-10.53016930565497,-122.14376847231728,-1.0211195817042766,-0.4466667446142113,21.956348169427898,-33.078064107295646,"3.53","1.59",7,"104.7",-19,"84.2",2261,"6.3",661467,570257,621512,624413,643446,500871,596019,592192,607043,571980,"54.22",0.226,0.228,"0",1,0,0,2,59,5,"Slider",5,2,5,2,2,5,5,2,"Standard","Standard",306,"-0.002","-0.134"
"CH","2022-09-30","87.4","3.89","5.72","Harris II, Michael",671739,570257,,"ball",,,,,13,"Michael Harris II grounds out sharply, shortstop Francisco Lindor to first baseman Pete Alonso.","R","L","L","ATL","NYM","B",,,1,2,2022,"1.05","-0.29","-0.43","1.05",,,,1,8,"Bot",,,,,621512,,,-12.52148257839809,-126.6832631254041,-4.518764587961009,13.70725078695241,24.2898991828223,-34.52250184168309,"3.53","1.65",,,,"87.3",1164,"6.3",661467,570257,621512,624413,643446,500871,596019,592192,607043,571980,"54.18",,,,,,,,59,4,"Changeup",5,2,5,2,2,5,5,2,"Standard","Standard",102,"0","0.023"
"FF","2022-09-30","99","-1.38","5.78","Harris II, Michael",671739,594798,,"ball",,,,,12,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","B",,,0,1,2022,"-0.83","1.3","1.18","3.02",,,,2,1,"Bot",,,,,621512,,,8.991577113675504,-143.8147151425655,-5.133503416312499,-13.70479728556274,34.29006294213813,-13.061903635661592,"3.53","1.58",,,,"99.4",2554,"6.6",661467,594798,621512,624413,641645,500871,596019,592192,607043,643446,"53.85",,,,,,,,7,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0","0.011"
